Genome ID,phenotype
562.100421,1.0
562.10042,0.0
562.100115,0.0
562.100117,0.0
562.100424,0.0
562.100425,0.0
562.100426,0.0
562.100122,0.0
562.100427,1.0
562.100432,0.0
562.100434,0.0
562.100129,0.0
562.100436,0.0
562.100437,0.0
562.100439,0.0
562.10044,0.0
562.100445,0.0
562.100447,0.0
562.100449,1.0
562.100143,1.0
562.100452,0.0
562.100454,0.0
562.100453,0.0
562.100457,0.0
562.100459,0.0
562.100463,0.0
562.100462,0.0
562.100466,0.0
562.100468,1.0
562.100471,0.0
562.97902,0.0
562.98141,0.0
562.98272,0.0
562.100474,0.0
562.100476,0.0
562.100475,1.0
562.97793,1.0
562.97905,0.0
562.98136,0.0
562.98254,0.0
562.100319,0.0
562.100329,0.0
562.100336,0.0
562.97777,0.0
562.9787,0.0
562.98133,0.0
562.98255,0.0
562.100366,0.0
562.100371,0.0
562.100372,0.0
562.97781,0.0
562.97882,0.0
562.98138,0.0
562.100374,1.0
562.100375,1.0
562.100377,0.0
562.97796,0.0
562.97886,0.0
562.9814,0.0
562.98245,0.0
562.100321,0.0
562.100323,0.0
562.100324,0.0
562.97772,0.0
562.97864,0.0
562.98122,0.0
562.98246,0.0
562.10032,0.0
562.100326,0.0
562.100327,0.0
562.97771,0.0
562.97867,0.0
562.98125,0.0
562.98248,0.0
562.100331,1.0
562.100334,0.0
562.100333,0.0
562.97784,0.0
562.97865,0.0
562.98116,0.0
562.98249,0.0
562.100338,0.0
562.100339,0.0
562.10034,0.0
562.97783,0.0
562.97868,0.0
562.98128,0.0
562.98386,0.0
562.100341,0.0
562.100342,0.0
562.100343,0.0
562.97776,0.0
562.97869,0.0
562.98252,0.0
562.98384,0.0
562.100346,0.0
562.100345,0.0
562.100348,0.0
562.9778,0.0
562.97883,0.0
562.9812,0.0
562.98251,0.0
562.98388,0.0
562.100355,0.0
562.100356,0.0
562.100364,0.0
562.97779,1.0
562.98131,0.0
562.98257,0.0
562.98394,0.0
562.98387,0.0
562.9839,0.0
562.98529,0.0
562.98704,0.0
562.98886,0.0
562.98887,0.0
562.99098,0.0
562.97875,0.0
562.98392,0.0
562.98534,0.0
562.98535,0.0
562.98706,0.0
562.98889,0.0
562.98888,0.0
562.99071,0.0
562.97807,0.0
562.98338,0.0
562.98536,0.0
562.98549,1.0
562.9871,0.0
562.98875,0.0
562.98878,0.0
562.99089,0.0
562.97797,0.0
562.98385,0.0
562.9848,0.0
562.98523,0.0
562.987,0.0
562.98891,0.0
562.98893,1.0
562.99088,0.0
562.97873,0.0
562.9834,0.0
562.98481,0.0
562.98537,1.0
562.98702,0.0
562.98894,0.0
562.98892,1.0
562.99078,0.0
562.97887,0.0
562.98405,0.0
562.9855,0.0
562.98539,0.0
562.98713,0.0
562.98908,0.0
562.98868,0.0
562.99072,0.0
562.98341,0.0
562.98526,0.0
562.98521,0.0
562.98694,0.0
562.98871,0.0
562.99063,0.0
562.99062,0.0
562.98342,0.0
562.98525,0.0
562.98528,0.0
562.98657,0.0
562.98876,0.0
562.99066,0.0
562.9907,0.0
562.98343,0.0
562.98517,0.0
562.98709,0.0
562.98703,0.0
562.98877,0.0
562.99069,0.0
562.99064,0.0
562.984,0.0
562.98522,0.0
562.98708,0.0
562.98879,0.0
562.99095,0.0
562.99094,0.0
562.98365,0.0
562.9853,0.0
562.98707,0.0
562.98658,0.0
562.98885,0.0
562.99074,0.0
562.97774,0.0
562.98383,0.0
562.98518,0.0
562.98705,0.0
562.98701,0.0
562.98881,0.0
562.99091,0.0
562.97866,0.0
562.98884,0.0
562.99093,0.0
562.99545,0.0
562.99805,0.0
562.100354,0.0
562.100071,0.0
562.100072,0.0
562.98882,0.0
562.99302,0.0
562.99547,0.0
562.99803,0.0
562.100363,0.0
562.100029,0.0
562.100074,0.0
562.98883,0.0
562.99303,0.0
562.99811,0.0
562.100365,0.0
562.10008,0.0
562.100079,0.0
562.9889,0.0
562.99305,0.0
562.99549,0.0
